cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd	LibraryID	NumberOrganismIDs	AllOrganisms	componentindex
2685	1	539.264	1	539.264	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:2685###	 	G1,	360.864	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2685	1	1	N/A	0	N/A	-1
2686	1	539.299	1	539.299	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:2686###	 	G1,	624.44	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2686	1	0	N/A	0	N/A	87
2687	1	539.3	1	539.3	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:2687###	 	G1,	635.093	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2687	1	0	N/A	0	N/A	87
2680	1	538.441	1	538.441	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:2680###	 	G1,	950.918	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2680	1	1	N/A	0	N/A	-1
2681	1	538.534	1	538.534	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:2681###	 	G1,	691.86	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2681	1	1	N/A	0	N/A	-1
2682	1	539.261	1	539.261	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:2682###	 	G1,	405.79	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2682	1	1	N/A	0	N/A	-1
2683	1	539.263	1	539.263	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:2683###	 	G1,	299.899	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2683	1	1	N/A	0	N/A	94
99	1	313.178	1	313.178	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:99###	 	G1,	952.824	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=99	1	0	N/A	0	N/A	-1
98	1	313.178	1	313.178	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:98###	 	G1,	239.139	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=98	1	0	N/A	0	N/A	-1
91	1	311.164	1	311.164	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:91###	 	G1,	800.508	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=91	1	0	N/A	0	N/A	-1
90	1	311.163	1	311.163	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:90###	 	G1,	346.594	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=90	1	0	N/A	0	N/A	-1
93	1	311.164	1	311.164	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:93###	 	G1,	760.308	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=93	1	0	N/A	0	N/A	-1
92	1	311.164	1	311.164	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:92###	 	G1,	854.826	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=92	1	0	N/A	0	N/A	-1
95	1	311.257	1	311.257	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:95###	 	G1,	614.256	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=95	1	0	NCGC00385642-01!1,4-dihydroxyheptadec-16-en-2-yl acetate	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	-1
94	1	311.164	1	311.164	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:94###	 	G1,	519.66	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=94	1	0	N/A	0	N/A	-1
97	1	313.142	1	313.142	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:97###	 	G1,	420.549	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=97	1	1	MassbankEU:SM836901 Benzyl butyl phthalate|2-O-benzyl 1-O-butyl benzene-1,2-dicarboxylate|2-O-benzyl 1-O-butyl benzene-1,2-dicarboxylate	1	MASSBANKEU;	-1
96	1	312.289	1	312.289	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:96###	 	G1,	822.564	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=96	1	1	N/A	0	N/A	-1
1177	1	444.399	1	444.399	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:1177###	 	G1,	1004.48	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=1177	1	1	N/A	0	N/A	925
1176	1	444.384	1	444.384	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:1176###	 	G1,	668.628	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=1176	1	1	N/A	0	N/A	-1
1175	1	444.384	1	444.384	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:1175###	 	G1,	795.017	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=1175	1	1	N/A	0	N/A	-1
1174	1	444.383	1	444.383	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:1174###	 	G1,	731.979	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=1174	1	1	N/A	0	N/A	28
1173	1	444.383	1	444.383	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:1173###	 	G1,	735.138	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=1173	1	1	N/A	0	N/A	28
1172	1	444.383	1	444.383	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:1172###	 	G1,	769.69	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=1172	1	1	N/A	0	N/A	28
1171	1	444.352	1	444.352	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:1171###	 	G1,	526.498	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=1171	1	1	N/A	0	N/A	-1
1170	1	444.344	1	444.344	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:1170###	 	G1,	401.349	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=1170	1	1	N/A	0	N/A	-1
1179	1	444.418	1	444.418	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:1179###	 	G1,	994.104	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=1179	1	1	N/A	0	N/A	180
1178	1	444.417	1	444.417	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:1178###	 	G1,	1028.3	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=1178	1	1	N/A	0	N/A	56
876	1	425.375	1	425.375	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:876###	 	G1,	441.357	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=876	1	0	NCGC00385747-01!	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	-1
877	1	425.375	1	425.375	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:877###	 	G1,	625.734	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=877	1	0	NCGC00385747-01!	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	-1
3432	1	599.283	1	599.283	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:3432###	 	G1,	528.145	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=3432	1	1	NCGC00385281-01_C33H42O10_1H-Cyclopent[a]-s-indacen-1-one, 4,8,9a-tris(acetyloxy)-7-(benzoyloxy)tetradecahydro-4a-hydroxy-2,2,3b,6,8a-pentamethyl-, (3aS,3bS,4R,4aR,6S,7S,7aR,8R,8aR,9aS)-	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	-1
623	1	405.37	1	405.37	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:623###	 	G1,	994.378	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=623	1	0	N/A	0	N/A	-1
875	1	425.375	1	425.375	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:875###	 	G1,	876.205	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=875	1	0	NCGC00385747-01!	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	-1
622	1	405.352	1	405.352	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:622###	 	G1,	986.01	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=622	1	0	N/A	0	N/A	-1
872	1	425.375	1	425.375	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:872###	 	G1,	566.518	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=872	1	0	NCGC00385747-01!	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	-1
1225	1	447.252	1	447.252	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:1225###	 	G1,	498.039	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=1225	1	0	N/A	0	N/A	984
3435	1	599.284	1	599.284	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:3435###	 	G1,	400.414	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=3435	1	1	NCGC00385281-01_C33H42O10_1H-Cyclopent[a]-s-indacen-1-one, 4,8,9a-tris(acetyloxy)-7-(benzoyloxy)tetradecahydro-4a-hydroxy-2,2,3b,6,8a-pentamethyl-, (3aS,3bS,4R,4aR,6S,7S,7aR,8R,8aR,9aS)-	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	-1
620	1	405.349	1	405.349	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:620###	 	G1,	894.834	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=620	1	0	N/A	0	N/A	-1
870	1	425.374	1	425.374	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:870###	 	G1,	954.052	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=870	1	0	NCGC00385747-01!	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	212
627	1	406.315	1	406.315	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:627###	 	G1,	378.826	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=627	1	1	N/A	0	N/A	49
871	1	425.374	1	425.374	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:871###	 	G1,	646.044	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=871	1	0	NCGC00385747-01!	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	23
626	1	406.22	1	406.22	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:626###	 	G1,	293.155	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=626	1	1	N/A	0	N/A	919
4592	1	696.346	1	696.346	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4592###	 	G1,	404.513	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4592	1	0	N/A	0	N/A	-1
625	1	406.22	1	406.22	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:625###	 	G1,	243.157	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=625	1	1	N/A	0	N/A	216
2036	1	494.346	1	494.346	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:2036###	 	G1,	788.12	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2036	1	1	N/A	0	N/A	644
624	1	405.371	1	405.371	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:624###	 	G1,	1019.75	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=624	1	0	N/A	0	N/A	-1
4590	1	696.32	1	696.32	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4590###	 	G1,	400.349	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4590	1	0	NCGC00380508-01_C34H46O14_Propanoic acid, 2-methyl-, (2R,3R,3aS,4R,6S,7R,10E,12R,13aR)-2,3,4,6,13a-pentakis(acetyloxy)-2,3,3a,4,5,6,7,8,9,12,13,13a-dodecahydro-2,9,9,12-tetramethyl-5-methylene-8,13-dioxo-1H-cyclopentacyclododecen-7-yl ester	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE;	1815
4591	1	696.32	1	696.32	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4591###	 	G1,	322.123	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4591	1	0	N/A	0	N/A	19
4596	1	696.534	1	696.534	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4596###	 	G1,	876.15	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4596	1	1	N/A	0	N/A	48
4849	1	734.337	1	734.337	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4849###	 	G1,	304.395	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4849	1	0	N/A	0	N/A	46
4594	1	696.415	1	696.415	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4594###	 	G1,	297.056	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4594	1	1	N/A	0	N/A	49
4595	1	696.502	1	696.502	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4595###	 	G1,	746.645	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4595	1	1	N/A	0	N/A	112
2749	1	545.435	1	545.435	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:2749###	 	G1,	1131.69	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2749	1	0	N/A	0	N/A	244
4845	1	734.316	1	734.316	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4845###	 	G1,	478.256	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4845	1	0	N/A	0	N/A	26
4598	1	696.569	1	696.569	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4598###	 	G1,	1093.84	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4598	1	1	N/A	0	N/A	49
4599	1	696.57	1	696.57	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4599###	 	G1,	1072.28	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4599	1	1	N/A	0	N/A	49
4734	1	714.419	1	714.419	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4734###	 	G1,	790.512	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4734	1	1	N/A	0	N/A	-1
4735	1	714.512	1	714.512	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4735###	 	G1,	948.882	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4735	1	1	N/A	0	N/A	34
2039	1	494.418	1	494.418	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:2039###	 	G1,	312.134	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=2039	1	1	N/A	0	N/A	-1
4843	1	734.278	1	734.278	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4843###	 	G1,	254.469	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4843	1	0	N/A	0	N/A	-1
4738	1	714.548	1	714.548	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4738###	 	G1,	875.882	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4738	1	1	N/A	0	N/A	135
4739	1	714.55	1	714.55	0	1	0	0	0	0	0	spectral_data_ms2_BioCorrected.mgf:4739###	 	G1,	876.462	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=26326c233918419f8dc80e8af984cdae&view=cluster_details&protein=4739	1	1	N/A	0	N/A	135
